id,name,ancestry
137,演劇/芸能,11
138,映画,11
139,施設利用券,11
140,優待券/割引券,11
141,その他,11
142,自動車本体,12
143,自動車タイヤ/ホイール,12
144,自動車パーツ,12
145,自動車アクセサリー,12
146,オートバイ車体,12
147,オートバイパーツ,12
148,オートバイアクセサリー,12
149,まとめ売り,13
150,ペット用品,13
151,食品,13
152,飲料/酒,13
153,日用品/生活雑貨/旅行,13
154,アンティーク/コレクション,13
155,文房具/事務用品,13
156,事務/店舗用品,13
157,その他,13
158,Tシャツ/カットソー(半袖/袖なし),1/14
159,Tシャツ/カットソー(七分/長袖),1/14
160,シャツ/ブラウス(半袖/袖なし),1/14
161,シャツ/ブラウス(七分/長袖),1/14
162,ポロシャツ,1/14
163,キャミソール,1/14
164,タンクトップ,1/14
165,ホルターネック,1/14
166,ニット/セーター,1/14
167,チュニック,1/14
168,カーディガン/ボレロ,1/14
169,アンサンブル,1/14
170,ベスト/ジレ,1/14
171,パーカー,1/14
172,トレーナー/スウェット,1/14
173,ベアトップ/チューブトップ,1/14
174,ジャージ,1/14
175,その他,1/14
176,テーラードジャケット,1/15
177,ノーカラージャケット,1/15
178,Gジャン/デニムジャケット,1/15
179,レザージャケット,1/15
180,ダウンジャケット,1/15
181,ライダースジャケット,1/15
182,ミリタリージャケット,1/15
183,ダウンベスト,1/15
184,ジャンパー/ブルゾン,1/15
185,ポンチョ,1/15
186,ロングコート,1/15
187,トレンチコート,1/15
188,ダッフルコート,1/15
189,ピーコート,1/15
190,チェスターコート,1/15
191,モッズコート,1/15
192,スタジャン,1/15
193,毛皮/ファーコート,1/15
194,スプリングコート,1/15
195,スカジャン,1/15
196,その他,1/15
197,デニム/ジーンズ,1/16
198,ショートパンツ,1/16
199,カジュアルパンツ,1/16
200,ハーフパンツ,1/16
201,チノパン,1/16
202,ワークパンツ/カーゴパンツ,1/16
203,クロップドパンツ,1/16
204,サロペット/オーバーオール,1/16
205,オールインワン,1/16
206,サルエルパンツ,1/16
207,ガウチョパンツ,1/16
208,その他,1/16
209,ミニスカート,1/17
210,ひざ丈スカート,1/17
211,ロングスカート,1/17
212,キュロット,1/17
213,その他,1/17
214,すべて,1/18
215,ミニワンピース,1/18
216,ひざ丈ワンピース,1/18
217,ロングワンピース,1/18
218,その他,1/18
219,ハイヒール/パンプス,1/19
220,ブーツ,1/19
221,サンダル,1/19
222,スニーカー,1/19
223,ミュール,1/19
224,モカシン,1/19
225,ローファー/革靴,1/19
226,フラットシューズ/バレエシューズ,1/19
227,長靴/レインシューズ,1/19
228,その他,1/19
229,パジャマ,1/20
230,ルームウェア,1/20
231,ソックス,1/21
232,スパッツ/レギンス,1/21
233,ストッキング/タイツ,1/21
234,レッグウォーマー,1/21
235,その他,1/21
236,ニットキャップ/ビーニー,1/22
237,ハット,1/22
238,ハンチング/ベレー帽,1/22
239,キャップ,1/22
240,キャスケット,1/22
241,麦わら帽子,1/22
242,その他,1/22
243,ハンドバッグ,1/23
244,トートバッグ,1/23
245,エコバッグ,1/23
246,リュック/バックパック,1/23
247,ボストンバッグ,1/23
248,スポーツバッグ,1/23
249,ショルダーバッグ,1/23
250,クラッチバッグ,1/23
251,ポーチ/バニティ,1/23
252,ボディバッグ/ウェストバッグ,1/23
253,マザーズバッグ,1/23
254,メッセンジャーバッグ,1/23
255,ビジネスバッグ,1/23
256,旅行用バッグ/キャリーバッグ,1/23
257,ショップ袋,1/23
258,和装用バッグ,1/23
259,かごバッグ,1/23
260,その他,1/23
261,ネックレス,1/24
262,ブレスレット,1/24
263,バングル/リストバンド,1/24
264,リング,1/24
265,ピアス(片耳用),1/24
266,ピアス(両耳用),1/24
267,イヤリング,1/24
268,アンクレット,1/24
269,プローチ/コサージュ,1/24
270,チャーム,1/24
271,その他,1/24
272,ヘアゴム/シュシュ,1/25
273,ヘアバンド/カチューシャ,1/25
274,ヘアピン,1/25
275,その他,1/25
276,長財布,1/26
277,折り財布,1/26
278,コインケース/小銭入れ,1/26
279,名刺入れ/定期入れ,1/26
280,キーケース,1/26
281,キーホルダー,1/26
282,手袋/アームカバー,1/26
283,ハンカチ,1/26
284,ベルト,1/26
285,マフラー/ショール,1/26
286,ストール/スヌード,1/26
287,バンダナ/スカーフ,1/26
288,ネックウォーマー,1/26
289,サスペンダー,1/26
290,サングラス/メガネ,1/26
291,モバイルケース/カバー,1/26
292,手帳,1/26
293,イヤマフラー,1/26
294,傘,1/26
295,レインコート/ポンチョ,1/26
296,ミラー,1/26
297,タバコグッズ,1/26
298,その他,1/26
299,腕時計(アナログ),1/27
300,腕時計(デジタル),1/27
301,ラバーベルト,1/27
302,レザーベルト,1/27
303,金属ベルト,1/27
304,その他,1/27
305,前髪ウィッグ,1/28
306,ロングストレート,1/28
307,ロングカール,1/28
308,ショートストレート,1/28
309,ショートカール,1/28
310,その他,1/28
311,浴衣,1/29
312,着物,1/29
313,振袖,1/29
314,長襦袢/半襦袢,1/29
315,水着セパレート,1/29
316,水着ワンピース,1/29
317,水着スポーツ用,1/29
318,その他,1/29
319,スカートスーツ上下,1/30
320,パンツスーツ上下,1/30
321,ドレス,1/30
322,パーティーバッグ,1/30
323,シューズ,1/30
324,ウェディング,1/30
325,その他,1/30
326,トップス,1/31
327,アウター,1/31
328,インナー,1/31
329,ワンピース,1/31
330,バンツ/スパッツ,1/31
